date,gala
2020-09-16,0.001550429300627122
2020-09-17,0.001550429300627122
2020-09-18,0.002191176773115626
2020-09-19,0.0015665260794873559
2020-09-20,0.0015448084787848134
2020-09-21,0.001696839956035796
2020-09-22,0.001289182166957347
2020-09-23,0.0014261995033646431
2020-09-24,0.0010891405031497037
2020-09-25,0.0010719476999757423
2020-09-26,0.0010598792584865563
2020-09-27,0.001035519546787846
2020-09-28,0.001005805317442013
2020-09-29,0.0010399503519587972
2020-09-30,0.0008064585090374665
2020-10-01,0.0008343817051340617
2020-10-02,0.0008997766883595821
2020-10-03,0.0008547012980242086
2020-10-04,0.000932866322254502
2020-10-05,0.0009910525161237623
2020-10-06,0.0011467083964139162
2020-10-07,0.0009921021925863055
2020-10-08,0.0008901532120564197
2020-10-09,0.0009044385395599279
2020-10-10,0.0006913355713767508
2020-10-11,0.0006433945369027942
2020-10-12,0.0006521903523487339
2020-10-13,0.0007024057640394295
2020-10-14,0.0005652452539098747
2020-10-15,0.00044874709091463947
2020-10-16,0.00050356091165397
2020-10-17,0.0005598333557423274
2020-10-18,0.0005034833790171641
2020-10-19,0.0004451041285991519
2020-10-20,0.00038990678299876953
2020-10-21,0.0003093638945923102
2020-10-22,0.0003185568516369137
2020-10-23,0.00032638631053325895
2020-10-24,0.00040208591007395277
2020-10-25,0.0003408860760810141
2020-10-26,0.00034712649841690184
2020-10-27,0.0003080890233618672
2020-10-28,0.00031501716354915025
2020-10-29,0.0001979945832911882
2020-10-30,0.00027942952127053513
2020-10-31,0.00030160855618361997
2020-11-01,0.0002902252396333238
2020-11-02,0.0002679201413078971
2020-11-03,0.00029601128613015976
2020-11-04,0.0003131173795741371
2020-11-05,0.0003816257651667948
2020-11-06,0.00041601472636324703
2020-11-07,0.000449597217039214
2020-11-08,0.00040172825860092167
2020-11-09,0.0003781246847227207
2020-11-10,0.00039312504064481437
2020-11-11,0.00036036718401776413
2020-11-12,0.0003474687146453763
2020-11-13,0.0003545707623224971
2020-11-14,0.00038273846278534865
2020-11-15,0.0003772092150185584
2020-11-16,0.00032666539403801355
2020-11-17,0.0003300267020876759
2020-11-18,0.00032648319315973335
2020-11-19,0.000318549895137621
2020-11-20,0.0003358304729940807
2020-11-21,0.00029085605398603074
2020-11-22,0.0002293440728761849
2020-11-23,0.00020613625117439407
2020-11-24,0.00024077030805694675
2020-11-25,0.0002547289778490134
2020-11-26,0.00025716068743612835
2020-11-27,0.0002384889346458444
2020-11-28,0.000266412534954721
2020-11-29,0.00026399092305760103
2020-11-30,0.00025435889109115545
2020-12-01,0.0002903602251529624
2020-12-02,0.00030462957334018295
2020-12-03,0.0003093305429252378
2020-12-04,0.0003011763321662963
2020-12-05,0.00029609924842235986
2020-12-06,0.00028426716178684395
2020-12-07,0.00028038371693605554
2020-12-08,0.00028147373984382457
2020-12-09,0.0002796474550600548
2020-12-10,0.00028470880150139157
2020-12-11,0.0002794141883258854
2020-12-12,0.0002707049833390889
2020-12-13,0.00025701429284707354
2020-12-14,0.00026372874205025525
2020-12-15,0.00027917642174321767
2020-12-16,0.0002665564917961342
2020-12-17,0.0002660410035537129
2020-12-18,0.0002645133704616357
2020-12-19,0.00024724439361828806
2020-12-20,0.0002855052263529372
2020-12-21,0.00026913655139647514
2020-12-22,0.00031216993493955145
2020-12-23,0.0002701359694517523
2020-12-24,0.00023280401819943008
2020-12-25,0.00024362613541535885
2020-12-26,0.00027395813995076564
2020-12-27,0.00025372822230257803
2020-12-28,0.00024245504732786456
2020-12-29,0.00024219913929959195
2020-12-30,0.0005758731759367868
2020-12-31,0.0016391285461647683
2021-01-01,0.001494691420933886
2021-01-02,0.0010264793301679616
2021-01-03,0.0011135630710790928
2021-01-04,0.0010929861005924278
2021-01-05,0.0013790534608687877
2021-01-06,0.0014616064808522726
2021-01-07,0.0013214100600718337
2021-01-08,0.001246518657262058
2021-01-09,0.0013177069084153766
2021-01-10,0.0014867443572307696
2021-01-11,0.001309302117087647
2021-01-12,0.0010626930895594566
2021-01-13,0.001112542546842756
2021-01-14,0.0011223998842736145
2021-01-15,0.0011772042994478084
2021-01-16,0.0012037864298038454
2021-01-17,0.0012009723137922845
2021-01-18,0.0011436910865509245
2021-01-19,0.0011314170247375855
2021-01-20,0.0011376069970420574
2021-01-21,0.001151491710511379
2021-01-22,0.0012124033301581002
2021-01-23,0.0012290720149262535
2021-01-24,0.0011747052790375078
2021-01-25,0.0014182218525575514
2021-01-26,0.0013866436325191194
2021-01-27,0.001543267348157304
2021-01-28,0.001385324572420812
2021-01-29,0.0016222584736935368
2021-01-30,0.0035700054394563314
2021-01-31,0.0030040122546844783
2021-02-01,0.003106672423736545
2021-02-02,0.003047521803144798
2021-02-03,0.004332104013676455
2021-02-04,0.007119341995177103
2021-02-05,0.006418423100547943
2021-02-06,0.0073440108561863195
2021-02-07,0.009053438057232282
2021-02-08,0.011562210444722958
2021-02-09,0.017099647179867932
2021-02-10,0.01524086257915207
2021-02-11,0.0157270530107945
2021-02-12,0.013626094495337025
2021-02-13,0.013020222011571169
2021-02-14,0.013781221067776206
2021-02-15,0.014094844408621163
2021-02-16,0.013626300042774212
2021-02-17,0.01562538159984342
2021-02-18,0.016615234846305983
2021-02-19,0.018196662762863473
2021-02-20,0.017712461837352006
2021-02-21,0.017699810280328375
2021-02-22,0.016980692966599934
2021-02-23,0.016135246923685988
2021-02-24,0.015456359621855785
2021-02-25,0.02253059836660471
2021-02-26,0.024409985482619204
2021-02-27,0.026872770737096097
2021-02-28,0.0327200727120193
2021-03-01,0.028996657161629875
2021-03-02,0.02768939964274974
2021-03-03,0.0261779760134158
2021-03-04,0.030344170678747544
2021-03-05,0.030511144958546017
2021-03-06,0.03212307144974928
2021-03-07,0.032151910648522984
2021-03-08,0.031142332673108588
2021-03-09,0.030313505817706775
2021-03-10,0.02895265741370119
2021-03-11,0.03228907649096196
2021-03-12,0.03133588833868961
2021-03-13,0.029975467548031768
2021-03-14,0.03049647284675397
2021-03-15,0.02935659139089262
2021-03-16,0.028950019616250006
2021-03-17,0.027353481728842
2021-03-18,0.025938604925123683
2021-03-19,0.025658804117790226
2021-03-20,0.025632915311612815
2021-03-21,0.025970182758684162
2021-03-22,0.024661708800510038
2021-03-23,0.022800455164914347
2021-03-24,0.02411167555046894
2021-03-25,0.02269436091865945
2021-03-26,0.023642082262665842
2021-03-27,0.026855709071804103
2021-03-28,0.028131851774091488
2021-03-29,0.028733654723081783
2021-03-30,0.027950723301507586
2021-03-31,0.026284812659476048
2021-04-01,0.02582156552115554
2021-04-02,0.023857144878072292
2021-04-03,0.02504013142141133
2021-04-04,0.024706750651669426
2021-04-05,0.02431602695796637
2021-04-06,0.02308601832777785
2021-04-07,0.025889854110812016
2021-04-08,0.02514811743255245
2021-04-09,0.025049554938411097
2021-04-10,0.027294000815295944
2021-04-11,0.026895379143636905
2021-04-12,0.02651923740208871
2021-04-13,0.026263598066269465
2021-04-14,0.026000278639523325
2021-04-15,0.026143943220817884
2021-04-16,0.026429914073674513
2021-04-17,0.024574091452122915
2021-04-18,0.025606459322893797
2021-04-19,0.024924731560141737
2021-04-20,0.02469465446077169
2021-04-21,0.026501538833360032
2021-04-22,0.024450039088882294
2021-04-23,0.02302708364351913
2021-04-24,0.023108075163379916
2021-04-25,0.020743185604192256
2021-04-26,0.02125898960425003
2021-04-27,0.022290923739295008
2021-04-28,0.020726300486416525
2021-04-29,0.020000493491229857
2021-04-30,0.018959239378869366
2021-05-01,0.020842823144437084
2021-05-02,0.02084638969381345
2021-05-03,0.02033184552182262
2021-05-04,0.019931499164034524
2021-05-05,0.020103958750223732
2021-05-06,0.019402151251244216
2021-05-07,0.018478032064603366
2021-05-08,0.01839999507189329
2021-05-09,0.018156324836324265
2021-05-10,0.017505817448677314
2021-05-11,0.015499119124362176
2021-05-12,0.015008225827304572
2021-05-13,0.013351923791988355
2021-05-14,0.013621768449771563
2021-05-15,0.013943261008249316
2021-05-16,0.013875201880354845
2021-05-17,0.016096906538276137
2021-05-18,0.015503618237341685
2021-05-19,0.017615560897341637
2021-05-20,0.01355525450524035
2021-05-21,0.012498076825312331
2021-05-22,0.012440108179648758
2021-05-23,0.011529069887895364
2021-05-24,0.010037226562790491
2021-05-25,0.012441318828869702
2021-05-26,0.011981718584904507
2021-05-27,0.013312082094233796
2021-05-28,0.011610903687173792
2021-05-29,0.010971675441734559
2021-05-30,0.010483177421997999
2021-05-31,0.010874264358188354
2021-06-01,0.012438673690321542
2021-06-02,0.0129401926121676
2021-06-03,0.012553357288680454
2021-06-04,0.013170275373412376
2021-06-05,0.01218211039674098
2021-06-06,0.012725573095046598
2021-06-07,0.014528463759774868
2021-06-08,0.012261519472156339
2021-06-09,0.01096365693901702
2021-06-10,0.011161352525425066
2021-06-11,0.010926694178915177
2021-06-12,0.010073421537653319
2021-06-13,0.00988111771872547
2021-06-14,0.01020812923188712
2021-06-15,0.010029091945176311
2021-06-16,0.009838676582205143
2021-06-17,0.009552012383803878
2021-06-18,0.00926488870627658
2021-06-19,0.00961921479443911
2021-06-20,0.009702518918539106
2021-06-21,0.008927959810321363
2021-06-22,0.006945584625341766
2021-06-23,0.006371204854992136
2021-06-24,0.006493926017644585
2021-06-25,0.006532450310682111
2021-06-26,0.006738335829688136
2021-06-27,0.007018025959417954
2021-06-28,0.007391925187814991
2021-06-29,0.008609086006422564
2021-06-30,0.008474931278927133
2021-07-01,0.00871952194203339
2021-07-02,0.008775000187355253
2021-07-03,0.00828927352847628
2021-07-04,0.00914048698936926
2021-07-05,0.008873904202554225
2021-07-06,0.008471610981438263
2021-07-07,0.008277321860861643
2021-07-08,0.008122032552988169
2021-07-09,0.00751928159810453
2021-07-10,0.007128705763992176
2021-07-11,0.008082385894108162
2021-07-12,0.008430264360572632
2021-07-13,0.008091756640180048
2021-07-14,0.013531101451129924
2021-07-15,0.0145525802632623
2021-07-16,0.014649944946295198
2021-07-17,0.012823836363325857
2021-07-18,0.012285165127656518
2021-07-19,0.01345168833581064
2021-07-20,0.011695370336719886
2021-07-21,0.011120926442034176
2021-07-22,0.011960984474945823
2021-07-23,0.009887417353648594
2021-07-24,0.010856984735009697
2021-07-25,0.01664930814120112
2021-07-26,0.01894929085835699
2021-07-27,0.0191288843013983
2021-07-28,0.025362094071954368
2021-07-29,0.028299533691463867
2021-07-30,0.024797922408696105
2021-07-31,0.02161330873602789
2021-08-01,0.02557407242778961
2021-08-02,0.022802576864664168
2021-08-03,0.019760889149895954
2021-08-04,0.018235336377795612
2021-08-05,0.020300781572294598
2021-08-06,0.019816454956829863
2021-08-07,0.017595549008149663
2021-08-08,0.017526173645885566
2021-08-09,0.018485047531731462
2021-08-10,0.01820735328911521
2021-08-11,0.020262773625753613
2021-08-12,0.024666173376614708
2021-08-13,0.022243446653820508
2021-08-14,0.02070076368893884
2021-08-15,0.018923621057056236
2021-08-16,0.01858148227810929
2021-08-17,0.018626954869241534
2021-08-18,0.0202153980523256
2021-08-19,0.0199038846159622
2021-08-20,0.020640178579797993
2021-08-21,0.02114986354739348
2021-08-22,0.020707082841834555
2021-08-23,0.025519258471523608
2021-08-24,0.027160995446232895
2021-08-25,0.027468100134198332
2021-08-26,0.02890915737245995
2021-08-27,0.03258570209578708
2021-08-28,0.031045769617399004
2021-08-29,0.029893757566069278
2021-08-30,0.028633608742557933
2021-08-31,0.026617883392245686
2021-09-01,0.025188268038945427
2021-09-02,0.02622165234683256
2021-09-03,0.025670489610993896
2021-09-04,0.024116382942498012
2021-09-05,0.023720737469810026
2021-09-06,0.023949952326990452
2021-09-07,0.024121427369650898
2021-09-08,0.023078183379925763
2021-09-09,0.021205720774815057
2021-09-10,0.022143407799776287
2021-09-11,0.02127973881967934
2021-09-12,0.021314148865583443
2021-09-13,0.02120736536666968
2021-09-14,0.0477257170670722
2021-09-15,0.04449846565560574
2021-09-16,0.052793985012937396
2021-09-17,0.10253186468334745
2021-09-18,0.11337277012185842
2021-09-19,0.11714064790471039
2021-09-20,0.10950726679896403
2021-09-21,0.08944658546638472
2021-09-22,0.09843968024243949
2021-09-23,0.1079852311884756
2021-09-24,0.11357461530540262
2021-09-25,0.09721488309257051
2021-09-26,0.09285904907124497
2021-09-27,0.08713388034523196
2021-09-28,0.08417879988168225
2021-09-29,0.07659427922174702
2021-09-30,0.0829552185799038
2021-10-01,0.10039530781000505
2021-10-02,0.10108018404379893
2021-10-03,0.10212513384655303
2021-10-04,0.11550874693103293
2021-10-05,0.11223146345810718
2021-10-06,0.10518994199147486
2021-10-07,0.09939877811651057
2021-10-08,0.09648646726562238
2021-10-09,0.09886334040114517
2021-10-10,0.09929867536829275
2021-10-11,0.09101340263218993
2021-10-12,0.08867660641289322
2021-10-13,0.0852863850623096
2021-10-14,0.0849320909127677
2021-10-15,0.09161628433759474
2021-10-16,0.08976039347954064
2021-10-17,0.08700302448247907
2021-10-18,0.08378205922037957
2021-10-19,0.08346576841124
2021-10-20,0.0835409139051652
2021-10-21,0.08679008079780474
2021-10-22,0.08331221905444998
2021-10-23,0.08417445974816286
2021-10-24,0.08471878224051739
2021-10-25,0.08207026769101193
2021-10-26,0.08481605778078787
2021-10-27,0.09013500725992725
2021-10-28,0.07519356834312384
2021-10-29,0.08044967679277318
2021-10-30,0.09236265023448231
2021-10-31,0.10476413768926773
2021-11-01,0.09587269423325837
2021-11-02,0.09104546610926591
2021-11-03,0.09683652869686961
2021-11-04,0.09553358880962776
2021-11-05,0.09227203381439089
2021-11-06,0.09167145790529452
2021-11-07,0.09076670987006158
2021-11-08,0.0909725400796606
2021-11-09,0.09166519092365112
2021-11-10,0.08919133924513195
2021-11-11,0.08216535677982229
2021-11-12,0.08626006976863383
2021-11-13,0.0842873738724524
2021-11-14,0.09465983953139613
2021-11-15,0.09373246404748588
2021-11-16,0.12057272722896825
2021-11-17,0.11642278458755889
2021-11-18,0.23238268338720017
2021-11-19,0.2318513356708589
2021-11-20,0.23387801573758987
2021-11-21,0.35217522857824235
2021-11-22,0.376002129404344
2021-11-23,0.39180888131354746
2021-11-24,0.37786542022734054
2021-11-25,0.5725774888668089
2021-11-26,0.7192389817668723
2021-11-27,0.71451771634628
2021-11-28,0.6576820398662881
2021-11-29,0.7125621556884096
2021-11-30,0.6501129839244285
2021-12-01,0.6174510506945615
2021-12-02,0.6477830936120582
2021-12-03,0.5839835120195281
2021-12-04,0.5071279978958644
2021-12-05,0.5681845476211382
2021-12-06,0.48542199264995645
2021-12-07,0.5118613655427736
2021-12-08,0.47784610495201374
2021-12-09,0.5006658371720806
2021-12-10,0.5004742103794065
2021-12-11,0.48082362774330145
2021-12-12,0.5568947509538761
2021-12-13,0.5938740881106457
2021-12-14,0.5058863309524845
2021-12-15,0.4988525288476706
2021-12-16,0.49820606258071926
2021-12-17,0.46907018845261905
2021-12-18,0.45258958926644427
2021-12-19,0.46220174069645303
2021-12-20,0.44512024246949655
2021-12-21,0.4322350288945087
2021-12-22,0.44336867541899744
2021-12-23,0.44007159301227483
2021-12-24,0.5154388031835294
2021-12-25,0.474810801343992
2021-12-26,0.5017056553500218
2021-12-27,0.5125987781540995
2021-12-28,0.5406761126163893
2021-12-29,0.4689434702172818
2021-12-30,0.44906892181957986
2021-12-31,0.46188341163079566
2022-01-01,0.4545585010349548
2022-01-02,0.4629421606202472
2022-01-03,0.45719112662372846
2022-01-04,0.4421018061690265
2022-01-05,0.4273915508585159
2022-01-06,0.3798435227439377
2022-01-07,0.3846431965276512
2022-01-08,0.3428450872416008
2022-01-09,0.31590308300002395
2022-01-10,0.3273496376151032
2022-01-11,0.3071267448533954
2022-01-12,0.3210544771708984
2022-01-13,0.35948036559966656
2022-01-14,0.3266709844446083
2022-01-15,0.3243525909250315
2022-01-16,0.33711628132325244
2022-01-17,0.3283323736981146
2022-01-18,0.3050964729298812
2022-01-19,0.2999560140836984
2022-01-20,0.2786502680240276
2022-01-21,0.2611494404081228
2022-01-22,0.21649570260737389
2022-01-23,0.18107205662825196
2022-01-24,0.19720939592012424
2022-01-25,0.18492739937591987
2022-01-26,0.18767662878305477
2022-01-27,0.21100887319560283
2022-01-28,0.1896875180090276
2022-01-29,0.19031582099986596
2022-01-30,0.19275698044725142
2022-01-31,0.19040368279119566
2022-02-01,0.19821936451749378
2022-02-02,0.2045976438438324
2022-02-03,0.18718902548265678
2022-02-04,0.18628426294232453
2022-02-05,0.20313120222970052
2022-02-06,0.29262845136141263
2022-02-07,0.32138438314715745
2022-02-08,0.3486452825120891
2022-02-09,0.3794964548057142
2022-02-10,0.3577052374547659
2022-02-11,0.32761550725498007
2022-02-12,0.30712363605209164
2022-02-13,0.3083971206701909
2022-02-14,0.28227880938816735
2022-02-15,0.2956701973012137
2022-02-16,0.3545002463411859
2022-02-17,0.3342414134814878
2022-02-18,0.30093935555349904
2022-02-19,0.29019121031066564
2022-02-20,0.28212466147535753
2022-02-21,0.2525385334742727
2022-02-22,0.22548693514429086
2022-02-23,0.24204365273658618
2022-02-24,0.2195339007600897
2022-02-25,0.22789402668612102
2022-02-26,0.2585873324890027
2022-02-27,0.2482671105013488
2022-02-28,0.23234434644500293
2022-03-01,0.2602413059542975
2022-03-02,0.25896572534729945
2022-03-03,0.2540757706313695
2022-03-04,0.24370244549004944
2022-03-05,0.22263317549772657
2022-03-06,0.2320062977032965
2022-03-07,0.21736144388555748
2022-03-08,0.21560156449009762
2022-03-09,0.21975026609255852
2022-03-10,0.23345164024498158
2022-03-11,0.21720146975409152
2022-03-12,0.21229695894134276
2022-03-13,0.21424890823763132
2022-03-14,0.21673781123163874
2022-03-15,0.21951179327898343
2022-03-16,0.21561394065039424
2022-03-17,0.23891703484529658
2022-03-18,0.2277694203173747
2022-03-19,0.23109988368104212
2022-03-20,0.24935697324045442
2022-03-21,0.23333064978398163
2022-03-22,0.23595924749172406
2022-03-23,0.24104343341987092
2022-03-24,0.24897290470577302
2022-03-25,0.2524230102947013
2022-03-26,0.24490136323920533
2022-03-27,0.25128833035899206
2022-03-28,0.26268697293811205
2022-03-29,0.2628686740300964
2022-03-30,0.27145331679896645
2022-03-31,0.2722673140123051
2022-04-01,0.2540569251630521
2022-04-02,0.26174679419039903
2022-04-03,0.2550938603839195
2022-04-04,0.2644911869326179
2022-04-05,0.25652076267447715
2022-04-06,0.24895156790196105
2022-04-07,0.2204461984068395
2022-04-08,0.22856217777360027
2022-04-09,0.21352175330294562
2022-04-10,0.22600010116763788
2022-04-11,0.2160734750956177
2022-04-12,0.19274271036299773
2022-04-13,0.20250280428901374
2022-04-14,0.20727115887094216
2022-04-15,0.19791174992375288
2022-04-16,0.20168951184567016
2022-04-17,0.20308527831802278
2022-04-18,0.19248611057176362
2022-04-19,0.19523002044867427
2022-04-20,0.19957703703576932
2022-04-21,0.1958110874384812
2022-04-22,0.1894101980764086
2022-04-23,0.19240803120800234
2022-04-24,0.18831527225180966
2022-04-25,0.18688479904816754
2022-04-26,0.1825063258985912
2022-04-27,0.16404162468319408
2022-04-28,0.1732621691637186
2022-04-29,0.168605566866249
2022-04-30,0.15520002918051815
2022-05-01,0.13226814781728902
